service_id,vehicle_id,make,model,model_year,service_date,service_month,mileage_at_service,mileage_band,failure_category,repair_cost,days_in_shop,technician_id,service_center_region,warranty_flag,days_since_prev_same_category,is_repeat_repair
837,V-0253,Chevrolet,Malibu,2017,2025-07-07,2025-07,110815,100k-150k,Transmission,1849.12,5,T-17,Southwest,N,,0
843,V-0254,Ford,Escape,2022,2025-12-30,2025-12,48532,25k-50k,Brakes,316.41,1,T-13,Midwest,Y,,0
841,V-0254,Ford,Escape,2022,2025-08-01,2025-08,43130,25k-50k,Cooling System,316.48,1,T-01,Midwest,Y,,0
839,V-0254,Ford,Escape,2022,2025-01-30,2025-01,36571,25k-50k,Electrical,818.67,3,T-01,Midwest,N,,0
840,V-0254,Ford,Escape,2022,2025-03-25,2025-03,38570,25k-50k,HVAC,377.32,1,T-06,Southwest,Y,,0
842,V-0254,Ford,Escape,2022,2025-12-13,2025-12,48476,25k-50k,Transmission,3430.71,10,T-16,Southwest,Y,,0
847,V-0255,Chevrolet,Malibu,2017,2025-08-27,2025-08,84298,75k-100k,Brakes,327.58,1,T-15,Midwest,N,,0
846,V-0255,Chevrolet,Malibu,2017,2025-03-25,2025-03,80457,75k-100k,Cooling System,456.87,2,T-12,Midwest,N,,0
848,V-0255,Chevrolet,Malibu,2017,2025-12-31,2025-12,87292,75k-100k,Cooling System,327.12,2,T-06,Southeast,N,281.0,0
844,V-0255,Chevrolet,Malibu,2017,2025-01-27,2025-01,78975,75k-100k,HVAC,664.34,1,T-20,West,N,,0
845,V-0255,Chevrolet,Malibu,2017,2025-02-07,2025-02,78608,75k-100k,HVAC,163.59,1,T-10,Southwest,N,11.0,1
851,V-0256,Toyota,Camry,2023,2025-11-06,2025-11,24127,0-25k,Brakes,402.99,1,T-16,West,Y,,0
849,V-0256,Toyota,Camry,2023,2025-04-12,2025-04,18370,0-25k,Engine,2834.08,3,T-10,Midwest,Y,,0
850,V-0256,Toyota,Camry,2023,2025-11-02,2025-11,23759,0-25k,Engine,1794.03,5,T-06,Northeast,Y,204.0,0
856,V-0257,Toyota,Camry,2021,2025-10-29,2025-10,56328,50k-75k,Brakes,275.46,1,T-06,West,N,,0
852,V-0257,Toyota,Camry,2021,2025-03-03,2025-03,48029,25k-50k,Electrical,365.68,2,T-11,Southwest,N,,0
854,V-0257,Toyota,Camry,2021,2025-05-29,2025-05,51145,50k-75k,Electrical,542.04,1,T-13,Midwest,N,87.0,1
855,V-0257,Toyota,Camry,2021,2025-10-23,2025-10,56224,50k-75k,Engine,3082.32,7,T-17,Midwest,N,,0
857,V-0257,Toyota,Camry,2021,2025-11-05,2025-11,56520,50k-75k,Engine,641.31,1,T-02,Southeast,N,13.0,1
853,V-0257,Toyota,Camry,2021,2025-04-27,2025-04,49919,25k-50k,Suspension,672.34,1,T-06,Southeast,N,,0
858,V-0258,Toyota,Corolla,2017,2025-03-31,2025-03,108466,100k-150k,Electrical,769.34,2,T-09,West,N,,0
860,V-0258,Toyota,Corolla,2017,2025-12-05,2025-12,116852,100k-150k,Engine,1180.29,2,T-01,Midwest,N,,0
859,V-0258,Toyota,Corolla,2017,2025-04-30,2025-04,109483,100k-150k,Suspension,525.95,2,T-16,Southeast,N,,0
861,V-0259,Ford,F-150,2017,2025-05-31,2025-05,122017,100k-150k,Cooling System,488.94,1,T-04,Southwest,N,,0
862,V-0259,Ford,F-150,2017,2025-07-16,2025-07,123565,100k-150k,Cooling System,519.59,3,T-12,Southwest,N,46.0,1
863,V-0260,Ford,F-150,2023,2025-10-05,2025-10,39660,25k-50k,Engine,3102.93,10,T-12,Midwest,Y,,0
864,V-0260,Ford,F-150,2023,2025-11-09,2025-11,40954,25k-50k,Engine,1267.28,2,T-06,Southwest,Y,35.0,1
865,V-0261,Honda,Civic,2017,2025-11-25,2025-11,128498,100k-150k,Transmission,3453.8,7,T-19,Northeast,N,,0
866,V-0262,Nissan,Sentra,2023,2025-03-24,2025-03,32414,25k-50k,Brakes,536.97,1,T-15,Southwest,N,,0
868,V-0262,Nissan,Sentra,2023,2025-07-21,2025-07,37289,25k-50k,Electrical,484.49,2,T-04,West,Y,,0
869,V-0262,Nissan,Sentra,2023,2025-09-19,2025-09,40208,25k-50k,Electrical,474.25,1,T-13,Southwest,N,60.0,1
867,V-0262,Nissan,Sentra,2023,2025-05-29,2025-05,35118,25k-50k,HVAC,633.84,2,T-02,Southwest,Y,,0
870,V-0263,Chevrolet,Silverado,2016,2025-03-15,2025-03,99990,75k-100k,Brakes,445.54,3,T-07,West,N,,0
871,V-0263,Chevrolet,Silverado,2016,2025-10-01,2025-10,105854,100k-150k,Brakes,446.0,1,T-03,Northeast,N,200.0,0
872,V-0263,Chevrolet,Silverado,2016,2025-12-29,2025-12,108415,100k-150k,Transmission,2043.62,6,T-20,Northeast,N,,0
873,V-0264,Toyota,Corolla,2017,2025-02-05,2025-02,73942,50k-75k,Brakes,474.6,1,T-02,Northeast,N,,0
875,V-0264,Toyota,Corolla,2017,2025-12-04,2025-12,82317,75k-100k,Engine,1681.81,5,T-17,Southwest,N,,0
874,V-0264,Toyota,Corolla,2017,2025-03-01,2025-03,74876,50k-75k,HVAC,323.46,2,T-20,Northeast,N,,0
877,V-0265,Chevrolet,Malibu,2022,2025-07-03,2025-07,26382,25k-50k,Brakes,287.44,1,T-05,Southeast,N,,0
880,V-0265,Chevrolet,Malibu,2022,2025-10-26,2025-10,29087,25k-50k,Brakes,388.62,2,T-15,Southeast,Y,115.0,0
878,V-0265,Chevrolet,Malibu,2022,2025-09-25,2025-09,28601,25k-50k,HVAC,569.06,2,T-12,Midwest,N,,0
879,V-0265,Chevrolet,Malibu,2022,2025-10-08,2025-10,28996,25k-50k,HVAC,185.23,1,T-20,West,N,13.0,1
876,V-0265,Chevrolet,Malibu,2022,2025-06-20,2025-06,25822,25k-50k,Transmission,1278.51,5,T-13,Midwest,Y,,0
881,V-0266,Chevrolet,Equinox,2018,2025-04-29,2025-04,53155,50k-75k,Brakes,432.9,1,T-10,Southwest,N,,0
882,V-0266,Chevrolet,Equinox,2018,2025-05-01,2025-05,53542,50k-75k,HVAC,307.75,3,T-19,West,N,,0
883,V-0266,Chevrolet,Equinox,2018,2025-05-24,2025-05,53869,50k-75k,HVAC,297.56,1,T-09,Southwest,N,23.0,1
884,V-0266,Chevrolet,Equinox,2018,2025-06-11,2025-06,54772,50k-75k,Suspension,695.34,1,T-05,Southeast,N,,0
887,V-0267,Chevrolet,Silverado,2022,2025-07-28,2025-07,48928,25k-50k,Engine,2507.33,5,T-06,Southeast,Y,,0
885,V-0267,Chevrolet,Silverado,2022,2025-03-06,2025-03,43539,25k-50k,Transmission,1733.52,2,T-11,West,Y,,0
886,V-0267,Chevrolet,Silverado,2022,2025-07-25,2025-07,48528,25k-50k,Transmission,2106.2,4,T-11,West,Y,141.0,0
888,V-0267,Chevrolet,Silverado,2022,2025-08-10,2025-08,49470,25k-50k,Transmission,1251.61,2,T-12,Southwest,Y,16.0,1
892,V-0268,Nissan,Altima,2016,2025-12-07,2025-12,145620,100k-150k,Brakes,403.45,1,T-18,Southwest,N,,0
889,V-0268,Nissan,Altima,2016,2025-09-04,2025-09,141658,100k-150k,Suspension,505.83,1,T-01,Southeast,N,,0
891,V-0268,Nissan,Altima,2016,2025-11-04,2025-11,144320,100k-150k,Suspension,230.26,2,T-18,West,N,61.0,1
890,V-0268,Nissan,Altima,2016,2025-10-31,2025-10,144337,100k-150k,Transmission,2813.55,9,T-16,Southwest,N,,0
894,V-0269,Honda,Civic,2021,2025-05-10,2025-05,40079,25k-50k,Brakes,421.53,1,T-20,West,N,,0
898,V-0269,Honda,Civic,2021,2025-11-07,2025-11,44776,25k-50k,Brakes,589.71,1,T-18,Southwest,N,181.0,0
893,V-0269,Honda,Civic,2021,2025-02-10,2025-02,37966,25k-50k,Engine,1398.39,1,T-19,Southeast,N,,0
900,V-0269,Honda,Civic,2021,2025-12-30,2025-12,46409,25k-50k,Engine,2825.71,8,T-10,Southeast,N,323.0,0
895,V-0269,Honda,Civic,2021,2025-07-08,2025-07,42086,25k-50k,Suspension,911.58,3,T-11,Southwest,N,,0
896,V-0269,Honda,Civic,2021,2025-08-10,2025-08,42553,25k-50k,Suspension,782.18,3,T-19,West,N,33.0,1
897,V-0269,Honda,Civic,2021,2025-10-25,2025-10,44824,25k-50k,Suspension,553.72,1,T-09,West,N,76.0,1
899,V-0269,Honda,Civic,2021,2025-12-23,2025-12,46293,25k-50k,Suspension,328.83,1,T-11,Midwest,N,59.0,1
901,V-0270,Toyota,Camry,2022,2025-03-10,2025-03,41099,25k-50k,Electrical,401.53,1,T-16,Southwest,N,,0
902,V-0270,Toyota,Camry,2022,2025-08-23,2025-08,46380,25k-50k,Engine,856.43,1,T-20,Northeast,Y,,0
903,V-0270,Toyota,Camry,2022,2025-10-16,2025-10,48261,25k-50k,Engine,650.25,2,T-07,Southwest,N,54.0,1
904,V-0271,Honda,Civic,2023,2025-04-16,2025-04,20500,0-25k,Engine,2257.13,6,T-18,Southeast,Y,,0
905,V-0271,Honda,Civic,2023,2025-08-25,2025-08,22882,0-25k,HVAC,237.5,1,T-19,Midwest,Y,,0
907,V-0272,Ford,Escape,2018,2025-10-19,2025-10,74152,50k-75k,Cooling System,522.21,1,T-15,West,N,,0
906,V-0272,Ford,Escape,2018,2025-03-08,2025-03,69049,50k-75k,Transmission,3338.03,8,T-14,Southeast,N,,0
910,V-0273,Toyota,RAV4,2018,2025-11-29,2025-11,95862,75k-100k,Engine,2145.15,5,T-08,Southeast,N,,0
909,V-0273,Toyota,RAV4,2018,2025-05-01,2025-05,88952,75k-100k,HVAC,164.22,1,T-09,Northeast,N,,0
912,V-0273,Toyota,RAV4,2018,2025-12-11,2025-12,96153,75k-100k,Suspension,726.41,1,T-05,Southeast,N,,0
908,V-0273,Toyota,RAV4,2018,2025-02-19,2025-02,86090,75k-100k,Transmission,2761.86,5,T-19,Southwest,N,,0
911,V-0273,Toyota,RAV4,2018,2025-12-04,2025-12,95698,75k-100k,Transmission,1038.22,4,T-05,Southwest,N,288.0,0
913,V-0274,Toyota,Camry,2021,2025-02-28,2025-02,34968,25k-50k,Cooling System,342.66,1,T-05,Northeast,N,,0
914,V-0274,Toyota,Camry,2021,2025-03-23,2025-03,35636,25k-50k,Cooling System,270.71,1,T-20,West,N,23.0,1
915,V-0274,Toyota,Camry,2021,2025-04-10,2025-04,35907,25k-50k,Suspension,538.47,1,T-04,Northeast,N,,0
916,V-0275,Toyota,Camry,2018,2025-01-06,2025-01,96084,75k-100k,Suspension,907.96,1,T-05,Southwest,N,,0
917,V-0276,Toyota,Camry,2015,2025-08-17,2025-08,121086,100k-150k,Brakes,550.91,1,T-15,Southwest,N,,0
919,V-0276,Toyota,Camry,2015,2025-10-05,2025-10,122584,100k-150k,Brakes,272.68,1,T-08,Midwest,N,49.0,1
918,V-0276,Toyota,Camry,2015,2025-10-03,2025-10,122638,100k-150k,Engine,2672.86,6,T-15,West,N,,0
920,V-0276,Toyota,Camry,2015,2025-10-09,2025-10,122959,100k-150k,HVAC,225.2,1,T-03,Southwest,N,,0
921,V-0276,Toyota,Camry,2015,2025-11-02,2025-11,123749,100k-150k,Suspension,301.29,1,T-01,Southwest,N,,0
922,V-0276,Toyota,Camry,2015,2025-11-13,2025-11,123861,100k-150k,Suspension,193.36,1,T-10,Midwest,N,11.0,1
923,V-0277,Nissan,Rogue,2022,2025-06-10,2025-06,34140,25k-50k,Engine,2281.43,4,T-13,Southwest,Y,,0
924,V-0277,Nissan,Rogue,2022,2025-09-08,2025-09,36420,25k-50k,Suspension,824.05,3,T-10,Southwest,Y,,0
925,V-0278,Toyota,Corolla,2019,2025-10-01,2025-10,74997,50k-75k,Cooling System,218.96,1,T-04,Southwest,N,,0
926,V-0278,Toyota,Corolla,2019,2025-10-24,2025-10,75844,75k-100k,Transmission,2097.98,4,T-01,Midwest,N,,0
928,V-0279,Ford,Explorer,2021,2025-07-02,2025-07,57432,50k-75k,Brakes,595.39,3,T-19,Southwest,N,,0
927,V-0279,Ford,Explorer,2021,2025-06-13,2025-06,56637,50k-75k,Engine,3056.98,6,T-14,Midwest,N,,0
929,V-0279,Ford,Explorer,2021,2025-10-15,2025-10,60604,50k-75k,Engine,1104.67,1,T-07,Midwest,N,124.0,0
931,V-0280,Chevrolet,Silverado,2016,2025-06-30,2025-06,103651,100k-150k,Brakes,422.52,2,T-16,Southeast,N,,0
930,V-0280,Chevrolet,Silverado,2016,2025-05-13,2025-05,102099,100k-150k,HVAC,376.7,1,T-05,Midwest,N,,0
932,V-0280,Chevrolet,Silverado,2016,2025-11-13,2025-11,107747,100k-150k,Transmission,1208.95,2,T-02,Northeast,N,,0
933,V-0280,Chevrolet,Silverado,2016,2025-12-19,2025-12,108950,100k-150k,Transmission,1096.98,2,T-01,Southwest,N,36.0,1
934,V-0281,Nissan,Altima,2015,2025-03-25,2025-03,140356,100k-150k,Engine,870.87,1,T-12,Northeast,N,,0
935,V-0281,Nissan,Altima,2015,2025-05-22,2025-05,142686,100k-150k,Engine,1407.2,3,T-19,Northeast,N,58.0,1
936,V-0281,Nissan,Altima,2015,2025-05-24,2025-05,142758,100k-150k,HVAC,584.14,1,T-01,Southwest,N,,0
937,V-0281,Nissan,Altima,2015,2025-08-13,2025-08,145691,100k-150k,Suspension,329.13,1,T-17,West,N,,0
942,V-0282,Ford,Escape,2023,2025-05-16,2025-05,22018,0-25k,Brakes,258.92,1,T-04,Southeast,N,,0
938,V-0282,Ford,Escape,2023,2025-01-12,2025-01,18991,0-25k,Electrical,564.35,1,T-07,Southwest,Y,,0
939,V-0282,Ford,Escape,2023,2025-02-13,2025-02,19390,0-25k,Electrical,225.14,1,T-03,Midwest,N,32.0,1
943,V-0282,Ford,Escape,2023,2025-06-12,2025-06,22895,0-25k,Electrical,634.43,2,T-04,Southeast,N,119.0,0
944,V-0282,Ford,Escape,2023,2025-08-11,2025-08,24076,0-25k,HVAC,688.17,2,T-11,Northeast,Y,,0
940,V-0282,Ford,Escape,2023,2025-03-28,2025-03,20806,0-25k,Transmission,2752.49,7,T-05,Southeast,Y,,0
941,V-0282,Ford,Escape,2023,2025-04-28,2025-04,21421,0-25k,Transmission,1134.27,2,T-07,Southwest,Y,31.0,1
945,V-0283,Chevrolet,Equinox,2016,2025-02-27,2025-02,107143,100k-150k,Cooling System,222.42,1,T-07,Southwest,N,,0
947,V-0284,Honda,CR-V,2017,2025-11-01,2025-11,75334,75k-100k,HVAC,384.27,2,T-15,West,N,,0
946,V-0284,Honda,CR-V,2017,2025-05-25,2025-05,70772,50k-75k,Suspension,337.86,1,T-01,Northeast,N,,0
950,V-0285,Nissan,Rogue,2023,2025-12-02,2025-12,40716,25k-50k,Brakes,484.29,1,T-04,Midwest,Y,,0
948,V-0285,Nissan,Rogue,2023,2025-07-25,2025-07,35250,25k-50k,Transmission,1845.87,6,T-20,West,Y,,0
949,V-0285,Nissan,Rogue,2023,2025-09-03,2025-09,36699,25k-50k,Transmission,1466.08,3,T-09,Midwest,Y,40.0,1
951,V-0286,Honda,Accord,2022,2025-05-25,2025-05,48743,25k-50k,Brakes,350.03,1,T-11,Northeast,Y,,0
952,V-0286,Honda,Accord,2022,2025-07-08,2025-07,50639,50k-75k,Brakes,240.73,1,T-09,Midwest,N,44.0,1
953,V-0286,Honda,Accord,2022,2025-08-21,2025-08,51640,50k-75k,Brakes,296.98,2,T-05,Midwest,N,44.0,1
955,V-0287,Chevrolet,Equinox,2018,2025-10-18,2025-10,95853,75k-100k,Brakes,191.54,1,T-03,Midwest,N,,0
954,V-0287,Chevrolet,Equinox,2018,2025-05-15,2025-05,90380,75k-100k,HVAC,596.75,1,T-19,Southwest,N,,0
956,V-0288,Chevrolet,Silverado,2019,2025-01-08,2025-01,83144,75k-100k,Suspension,537.09,1,T-01,Southeast,N,,0
957,V-0289,Ford,F-150,2022,2025-07-12,2025-07,54820,50k-75k,Engine,2011.59,6,T-03,West,N,,0
958,V-0289,Ford,F-150,2022,2025-09-06,2025-09,57727,50k-75k,Engine,2404.94,7,T-11,West,Y,56.0,1
959,V-0290,Nissan,Rogue,2019,2025-05-13,2025-05,50808,50k-75k,Suspension,556.93,4,T-16,Midwest,N,,0
960,V-0291,Ford,Explorer,2019,2025-03-20,2025-03,55224,50k-75k,Suspension,391.34,1,T-04,Southwest,N,,0
961,V-0291,Ford,Explorer,2019,2025-05-31,2025-05,57303,50k-75k,Suspension,417.31,1,T-08,Southeast,N,72.0,1
965,V-0292,Nissan,Sentra,2022,2025-12-06,2025-12,55644,50k-75k,Brakes,157.22,1,T-20,Midwest,Y,,0
963,V-0292,Nissan,Sentra,2022,2025-04-28,2025-04,47423,25k-50k,Electrical,828.71,5,T-17,Southwest,Y,,0
964,V-0292,Nissan,Sentra,2022,2025-07-11,2025-07,50630,50k-75k,Electrical,159.4,1,T-01,Midwest,Y,74.0,1
962,V-0292,Nissan,Sentra,2022,2025-02-16,2025-02,44897,25k-50k,Engine,2174.47,6,T-09,Midwest,Y,,0
969,V-0293,Chevrolet,Equinox,2020,2025-07-05,2025-07,57347,50k-75k,Cooling System,292.36,1,T-15,Southwest,N,,0
971,V-0293,Chevrolet,Equinox,2020,2025-12-06,2025-12,61376,50k-75k,Engine,2517.53,7,T-03,Northeast,N,,0
966,V-0293,Chevrolet,Equinox,2020,2025-03-17,2025-03,54023,50k-75k,Suspension,236.08,1,T-04,Southeast,N,,0
967,V-0293,Chevrolet,Equinox,2020,2025-04-04,2025-04,54678,50k-75k,Suspension,401.93,1,T-19,Midwest,N,18.0,1
968,V-0293,Chevrolet,Equinox,2020,2025-05-20,2025-05,55663,50k-75k,Suspension,949.54,2,T-18,Northeast,N,46.0,1
970,V-0293,Chevrolet,Equinox,2020,2025-11-02,2025-11,60707,50k-75k,Suspension,543.42,2,T-14,Midwest,N,166.0,0
978,V-0294,Ford,Escape,2018,2025-12-26,2025-12,88465,75k-100k,Cooling System,329.84,2,T-11,Southwest,N,,0
972,V-0294,Ford,Escape,2018,2025-03-28,2025-03,79883,75k-100k,Electrical,529.29,2,T-02,Northeast,N,,0
975,V-0294,Ford,Escape,2018,2025-06-05,2025-06,82248,75k-100k,Electrical,234.49,1,T-14,West,N,69.0,1
973,V-0294,Ford,Escape,2018,2025-04-01,2025-04,80511,75k-100k,Engine,745.58,2,T-16,Midwest,N,,0
974,V-0294,Ford,Escape,2018,2025-06-02,2025-06,82244,75k-100k,Engine,1724.3,1,T-06,Northeast,N,62.0,1
976,V-0294,Ford,Escape,2018,2025-08-17,2025-08,84813,75k-100k,Engine,1831.27,6,T-11,Southeast,N,76.0,1
977,V-0294,Ford,Escape,2018,2025-10-19,2025-10,85952,75k-100k,Suspension,819.1,1,T-18,Northeast,N,,0
980,V-0295,Ford,Explorer,2019,2025-10-09,2025-10,70745,50k-75k,Cooling System,581.6,1,T-12,Southwest,N,,0
981,V-0295,Ford,Explorer,2019,2025-12-14,2025-12,73127,50k-75k,Cooling System,377.55,1,T-11,Midwest,N,66.0,1
979,V-0295,Ford,Explorer,2019,2025-01-25,2025-01,62536,50k-75k,Electrical,577.16,2,T-14,West,N,,0
985,V-0296,Honda,Accord,2018,2025-07-01,2025-07,73245,50k-75k,Brakes,427.51,1,T-12,Northeast,N,,0
986,V-0296,Honda,Accord,2018,2025-10-18,2025-10,76601,75k-100k,Cooling System,214.19,1,T-04,West,N,,0
982,V-0296,Honda,Accord,2018,2025-01-21,2025-01,68605,50k-75k,Electrical,759.59,1,T-07,Southeast,N,,0
983,V-0296,Honda,Accord,2018,2025-03-03,2025-03,69729,50k-75k,HVAC,671.43,1,T-02,Midwest,N,,0
984,V-0296,Honda,Accord,2018,2025-05-01,2025-05,71238,50k-75k,HVAC,500.77,1,T-19,Midwest,N,59.0,1
988,V-0297,Honda,Civic,2017,2025-12-03,2025-12,110186,100k-150k,Engine,2280.57,9,T-20,Northeast,N,,0
987,V-0297,Honda,Civic,2017,2025-03-03,2025-03,100786,100k-150k,HVAC,355.88,2,T-17,Midwest,N,,0
989,V-0298,Toyota,RAV4,2021,2025-01-17,2025-01,34500,25k-50k,Brakes,416.81,1,T-18,Southwest,N,,0
990,V-0298,Toyota,RAV4,2021,2025-06-12,2025-06,38518,25k-50k,Brakes,250.91,2,T-07,Southwest,N,146.0,0
992,V-0298,Toyota,RAV4,2021,2025-06-30,2025-06,39466,25k-50k,Electrical,726.47,1,T-14,West,N,,0
994,V-0298,Toyota,RAV4,2021,2025-08-28,2025-08,41099,25k-50k,Electrical,594.5,2,T-13,West,N,59.0,1
991,V-0298,Toyota,RAV4,2021,2025-06-16,2025-06,38622,25k-50k,Engine,1864.02,4,T-19,Southwest,N,,0
993,V-0298,Toyota,RAV4,2021,2025-07-24,2025-07,40472,25k-50k,Engine,2204.46,5,T-17,West,N,38.0,1
995,V-0298,Toyota,RAV4,2021,2025-10-31,2025-10,42618,25k-50k,Engine,2315.03,3,T-20,West,N,99.0,0
996,V-0299,Ford,Explorer,2020,2025-03-20,2025-03,70663,50k-75k,Brakes,346.1,1,T-16,Midwest,N,,0
998,V-0299,Ford,Explorer,2020,2025-05-02,2025-05,71875,50k-75k,Brakes,170.02,1,T-01,Midwest,N,43.0,1
999,V-0299,Ford,Explorer,2020,2025-08-14,2025-08,75910,75k-100k,Brakes,443.82,1,T-10,Midwest,N,104.0,0
997,V-0299,Ford,Explorer,2020,2025-04-19,2025-04,71495,50k-75k,HVAC,215.79,1,T-16,Midwest,N,,0
1004,V-0300,Ford,F-150,2023,2025-08-21,2025-08,24045,0-25k,Brakes,552.14,1,T-02,West,Y,,0
1007,V-0300,Ford,F-150,2023,2025-11-19,2025-11,26941,25k-50k,Brakes,491.28,1,T-11,West,N,90.0,1
1008,V-0300,Ford,F-150,2023,2025-12-17,2025-12,27665,25k-50k,Brakes,173.4,1,T-10,Southwest,N,28.0,1
1003,V-0300,Ford,F-150,2023,2025-04-25,2025-04,21109,0-25k,Cooling System,568.46,1,T-02,West,Y,,0
1001,V-0300,Ford,F-150,2023,2025-03-24,2025-03,20450,0-25k,Electrical,893.42,2,T-12,Northeast,Y,,0
1000,V-0300,Ford,F-150,2023,2025-01-09,2025-01,18785,0-25k,HVAC,504.13,1,T-18,West,Y,,0
1002,V-0300,Ford,F-150,2023,2025-04-14,2025-04,21309,0-25k,HVAC,540.31,2,T-09,Southwest,Y,95.0,0
1005,V-0300,Ford,F-150,2023,2025-11-10,2025-11,26609,25k-50k,HVAC,198.09,1,T-06,Northeast,Y,210.0,0
1006,V-0300,Ford,F-150,2023,2025-11-18,2025-11,26765,25k-50k,Suspension,776.55,1,T-13,Southeast,Y,,0
1009,V-0301,Toyota,Corolla,2019,2025-09-23,2025-09,58733,50k-75k,Brakes,335.86,1,T-04,West,N,,0
1010,V-0301,Toyota,Corolla,2019,2025-09-30,2025-09,59202,50k-75k,Engine,2829.91,8,T-13,Midwest,N,,0
1011,V-0301,Toyota,Corolla,2019,2025-12-20,2025-12,60876,50k-75k,HVAC,442.03,1,T-01,Southeast,N,,0
1012,V-0302,Toyota,Corolla,2015,2025-11-07,2025-11,167010,150k+,HVAC,436.2,2,T-18,Southwest,N,,0
1015,V-0303,Chevrolet,Equinox,2022,2025-08-08,2025-08,29460,25k-50k,Electrical,835.38,2,T-08,Southwest,Y,,0
1018,V-0303,Chevrolet,Equinox,2022,2025-09-25,2025-09,30993,25k-50k,Electrical,639.35,2,T-05,Northeast,Y,48.0,1
1016,V-0303,Chevrolet,Equinox,2022,2025-08-18,2025-08,29778,25k-50k,Suspension,762.3,1,T-07,West,Y,,0
1017,V-0303,Chevrolet,Equinox,2022,2025-09-07,2025-09,29961,25k-50k,Suspension,795.5,2,T-19,Southeast,Y,20.0,1
1013,V-0303,Chevrolet,Equinox,2022,2025-03-31,2025-03,26644,25k-50k,Transmission,948.75,2,T-07,Southwest,Y,,0
1014,V-0303,Chevrolet,Equinox,2022,2025-05-30,2025-05,27689,25k-50k,Transmission,1444.32,3,T-01,Midwest,N,60.0,1
1020,V-0304,Toyota,Camry,2017,2025-07-13,2025-07,124685,100k-150k,Cooling System,309.76,1,T-01,West,N,,0
1021,V-0304,Toyota,Camry,2017,2025-12-17,2025-12,130477,100k-150k,Electrical,257.99,2,T-12,Southwest,N,,0
1019,V-0304,Toyota,Camry,2017,2025-04-30,2025-04,121955,100k-150k,Transmission,2075.84,3,T-10,Southwest,N,,0
1022,V-0305,Chevrolet,Silverado,2015,2025-06-25,2025-06,175955,150k+,Brakes,291.73,1,T-20,Northeast,N,,0
1024,V-0305,Chevrolet,Silverado,2015,2025-11-24,2025-11,182343,150k+,Brakes,175.19,1,T-08,Northeast,N,152.0,0
1023,V-0305,Chevrolet,Silverado,2015,2025-07-10,2025-07,176867,150k+,Suspension,914.15,3,T-14,Midwest,N,,0
1025,V-0305,Chevrolet,Silverado,2015,2025-12-23,2025-12,183640,150k+,Suspension,512.94,2,T-11,Northeast,N,166.0,0
1026,V-0306,Honda,CR-V,2020,2025-01-18,2025-01,38442,25k-50k,Brakes,575.86,1,T-12,West,N,,0
1028,V-0306,Honda,CR-V,2020,2025-11-10,2025-11,45274,25k-50k,Engine,1888.33,3,T-09,Northeast,N,,0
1027,V-0306,Honda,CR-V,2020,2025-05-14,2025-05,40698,25k-50k,Transmission,969.83,1,T-10,West,N,,0
1029,V-0307,Nissan,Altima,2017,2025-04-06,2025-04,88086,75k-100k,Brakes,469.7,1,T-09,Northeast,N,,0
1030,V-0307,Nissan,Altima,2017,2025-05-16,2025-05,89559,75k-100k,Suspension,474.78,2,T-05,Northeast,N,,0
1036,V-0308,Nissan,Rogue,2021,2025-10-30,2025-10,59826,50k-75k,Cooling System,272.37,1,T-20,Northeast,N,,0
1037,V-0308,Nissan,Rogue,2021,2025-12-06,2025-12,61302,50k-75k,Cooling System,168.02,2,T-08,West,N,37.0,1
1031,V-0308,Nissan,Rogue,2021,2025-02-24,2025-02,51947,50k-75k,Electrical,213.31,1,T-04,West,N,,0
1032,V-0308,Nissan,Rogue,2021,2025-05-09,2025-05,54047,50k-75k,Electrical,447.42,1,T-19,Northeast,N,74.0,1
1034,V-0308,Nissan,Rogue,2021,2025-09-20,2025-09,58704,50k-75k,Electrical,587.05,1,T-05,Southeast,N,134.0,0
1035,V-0308,Nissan,Rogue,2021,2025-10-09,2025-10,59323,50k-75k,Engine,1087.42,3,T-03,Midwest,N,,0
1033,V-0308,Nissan,Rogue,2021,2025-09-16,2025-09,59041,50k-75k,Suspension,621.39,1,T-04,Midwest,N,,0
1041,V-0309,Ford,F-150,2015,2025-08-21,2025-08,94642,75k-100k,Cooling System,342.0,2,T-18,Southeast,N,,0
1038,V-0309,Ford,F-150,2015,2025-02-01,2025-02,88988,75k-100k,Engine,2884.98,6,T-18,Midwest,N,,0
1040,V-0309,Ford,F-150,2015,2025-05-30,2025-05,92041,75k-100k,Engine,2416.81,8,T-07,Midwest,N,118.0,0
1039,V-0309,Ford,F-150,2015,2025-03-06,2025-03,89692,75k-100k,Suspension,670.08,3,T-13,West,N,,0
1042,V-0309,Ford,F-150,2015,2025-11-13,2025-11,96703,75k-100k,Transmission,2788.19,5,T-02,Southeast,N,,0
1043,V-0310,Toyota,RAV4,2018,2025-04-23,2025-04,93146,75k-100k,Engine,2413.29,4,T-01,Northeast,N,,0
1048,V-0311,Chevrolet,Malibu,2022,2025-04-28,2025-04,34520,25k-50k,Brakes,569.94,1,T-17,Northeast,Y,,0
1050,V-0311,Chevrolet,Malibu,2022,2025-08-20,2025-08,37562,25k-50k,Brakes,645.6,1,T-11,Northeast,Y,114.0,0
1049,V-0311,Chevrolet,Malibu,2022,2025-07-12,2025-07,36162,25k-50k,Electrical,683.48,1,T-04,Northeast,Y,,0
